,location,total_sqft,bath,price,bhk
671,banashankari,1040.0,2.0,45.0,2
672,banashankari,1330.0,2.0,77.0,2
673,banashankari,1200.0,2.0,49.0,2
674,banashankari,1185.0,2.0,67.0,2
675,banashankari,1000.0,2.0,50.0,2
676,banashankari,1650.0,3.0,90.75,3
677,banashankari,1650.0,3.0,101.0,3
678,banashankari,1310.0,2.0,80.43,2
679,banashankari,600.0,1.0,27.0,2
680,banashankari,1430.0,2.0,87.8,2
681,banashankari,1020.0,2.0,42.83,2
683,banashankari,1540.0,3.0,80.0,3
684,banashankari,1195.0,2.0,35.84,2
685,banashankari,1683.0,3.0,115.0,3
686,banashankari,1800.0,3.0,125.0,3
687,banashankari,1175.0,2.0,41.13,2
688,banashankari,1750.0,2.0,89.0,3
689,banashankari,1800.0,3.0,175.0,3
690,banashankari,1450.0,2.0,50.75,2
691,banashankari,1770.0,3.0,108.0,3
692,banashankari,1800.0,3.0,125.0,3
695,banashankari,1200.0,3.0,74.52,3
696,banashankari,1100.0,2.0,63.0,2
697,banashankari,1020.0,2.0,40.79,2
698,banashankari,1260.0,2.0,75.0,2
700,banashankari,1426.0,3.0,85.0,3
701,banashankari stage ii,1700.0,2.0,150.0,2
702,banashankari stage ii,1200.0,2.0,150.0,4
703,banashankari stage ii,1500.0,2.0,120.0,3
704,banashankari stage ii,2400.0,3.0,510.0,5
705,banashankari stage ii,1240.0,2.0,59.52,3
706,banashankari stage ii,1250.0,2.0,110.0,2
707,banashankari stage ii,1260.0,2.0,95.0,3
708,banashankari stage ii,2400.0,2.0,300.0,3
709,banashankari stage ii,1400.0,2.0,100.0,2
710,banashankari stage ii,2800.0,3.0,425.0,5
711,banashankari stage ii,3000.0,3.0,450.0,3
712,banashankari stage ii,1200.0,2.0,198.0,3
713,banashankari stage ii,1245.0,2.0,125.0,2
714,banashankari stage iii,1305.0,2.0,58.7,3
715,banashankari stage iii,1145.0,2.0,58.4,2
716,banashankari stage iii,1650.0,3.0,118.0,3
717,banashankari stage iii,2400.0,4.0,240.0,4
718,banashankari stage iii,1350.0,2.0,68.0,3
720,banashankari stage iii,1305.0,2.0,59.0,3
721,banashankari stage iii,1305.0,2.0,60.0,3
722,banashankari stage iii,1200.0,2.0,42.0,2
723,banashankari stage iii,1305.0,2.0,59.0,3
724,banashankari stage iii,1480.0,3.0,75.48,3
725,banashankari stage iii,1305.0,2.0,59.0,3
726,banashankari stage iii,1304.0,2.0,111.0,2
727,banashankari stage iii,3000.0,6.0,150.0,6
728,banashankari stage iii,1085.0,2.0,50.0,2
729,banashankari stage iii,1500.0,2.0,100.0,3
730,banashankari stage iii,2100.0,3.0,147.0,4
731,banashankari stage iii,1420.0,2.0,95.0,3
732,banashankari stage v,1300.0,2.0,58.5,3
733,banashankari stage v,1305.0,2.0,49.0,3
734,banashankari stage v,1035.0,2.0,35.77,2
735,banashankari stage v,1355.0,2.0,61.0,3
736,banashankari stage v,1510.0,3.0,47.57,3
737,banashankari stage v,1650.0,3.0,51.98,3
738,banashankari stage v,1630.0,3.0,51.35,3
739,banashankari stage v,1510.0,3.0,47.57,3
740,banashankari stage v,1315.0,2.0,49.0,3
741,banashankari stage v,1540.0,3.0,48.51,3
742,banashankari stage v,920.0,2.0,41.5,2
743,banashankari stage vi,1177.5,2.0,59.935,2
744,banashankari stage vi,4800.0,4.0,190.0,4
745,banashankari stage vi,2800.0,4.0,89.0,4
746,banashankari stage vi,2200.0,4.0,195.0,4
747,banashankari stage vi,1160.0,2.0,59.0,2
748,banashankari stage vi,1180.0,2.0,59.47,2
749,banashankari stage vi,1423.0,2.0,71.73,3
750,banashankari stage vi,1392.0,3.0,69.46,3
751,banashankari stage vi,1410.5,2.0,70.385,3
752,banashankari stage vi,4800.0,3.0,200.0,4
753,banaswadi,1184.0,2.0,53.0,2
754,banaswadi,1145.0,2.0,55.0,2
755,banaswadi,1250.0,2.0,60.0,2
756,banaswadi,1365.0,2.0,73.0,2
757,banaswadi,1903.0,6.0,140.0,5
758,banaswadi,1222.0,2.0,80.0,2
759,banaswadi,870.0,2.0,38.0,2
760,banaswadi,1200.0,2.0,60.0,2
762,banaswadi,527.0,1.0,35.0,1
763,banaswadi,1340.0,2.0,73.0,2
764,banaswadi,1008.0,2.0,52.0,2
765,banaswadi,1105.0,2.0,57.0,2
766,banjara layout,1200.0,2.0,70.0,2
767,banjara layout,1050.0,2.0,64.8,2
768,banjara layout,753.0,3.0,59.5,2
769,banjara layout,2500.0,4.0,140.0,3
770,bannerghatta,3012.0,6.0,250.0,4
771,bannerghatta,1665.0,3.0,110.0,3
772,bannerghatta,2370.0,4.0,195.0,3
773,bannerghatta,1100.0,2.0,66.0,2
774,bannerghatta,2895.5,2.0,246.0,4
775,bannerghatta,1113.0,2.0,70.0,2
776,bannerghatta,1200.0,2.0,73.2,2
777,bannerghatta,1070.0,2.0,87.0,2
778,bannerghatta,1776.0,3.0,124.0,3
779,bannerghatta,1776.0,3.0,150.0,3
780,bannerghatta road,500.0,1.0,18.5,1
781,bannerghatta road,1050.0,2.0,65.0,2
782,bannerghatta road,1170.0,2.0,66.0,3
783,bannerghatta road,595.0,1.0,33.32,1
784,bannerghatta road,1445.0,3.0,95.0,3
785,bannerghatta road,1640.0,2.0,120.0,3
787,bannerghatta road,1460.0,2.0,90.0,3
789,bannerghatta road,1179.0,2.0,66.02,2
790,bannerghatta road,1122.5,2.0,58.935,2
791,bannerghatta road,793.0,2.0,45.0,2
793,bannerghatta road,1400.0,2.0,78.0,2
795,bannerghatta road,1215.0,2.0,50.0,2
796,bannerghatta road,1654.0,3.0,100.0,3
797,bannerghatta road,1181.0,2.0,55.0,2
799,bannerghatta road,1200.0,2.0,75.0,2
801,bannerghatta road,595.0,1.0,31.83,1
802,bannerghatta road,1105.0,2.0,51.0,2
803,bannerghatta road,1255.0,2.0,65.26,2
805,bannerghatta road,1550.0,3.0,82.0,3
807,bannerghatta road,1650.0,3.0,122.0,3
808,bannerghatta road,912.0,2.0,55.0,2
809,bannerghatta road,1218.0,2.0,73.0,2
811,bannerghatta road,1115.0,2.0,65.12,2
813,bannerghatta road,1893.0,3.0,100.0,3
814,bannerghatta road,1600.0,3.0,95.0,3
815,bannerghatta road,1275.0,2.0,65.0,2
816,bannerghatta road,892.0,2.0,39.0,2
818,bannerghatta road,1260.0,2.0,70.0,2
820,bannerghatta road,1157.0,2.0,40.0,2
821,bannerghatta road,1150.0,2.0,65.0,2
823,bannerghatta road,1100.0,2.0,39.0,2
825,bannerghatta road,1725.0,3.0,110.0,3
826,bannerghatta road,1850.0,6.0,150.0,6
828,bannerghatta road,950.0,2.0,38.0,2
829,bannerghatta road,1220.0,2.0,80.0,2
830,bannerghatta road,1130.0,2.0,78.0,2
832,bannerghatta road,1486.0,3.0,83.22,3
834,bannerghatta road,1015.0,2.0,48.0,2
835,bannerghatta road,1115.0,2.0,61.0,2
836,bannerghatta road,1136.0,2.0,48.0,2
837,bannerghatta road,2700.0,4.0,260.0,4
838,bannerghatta road,1200.0,2.0,69.0,3
839,bannerghatta road,1465.0,2.0,76.0,3
840,bannerghatta road,1302.5,2.0,67.73,2
841,bannerghatta road,1200.0,2.0,65.0,2
842,bannerghatta road,1240.0,2.0,65.0,2
843,bannerghatta road,1476.0,3.0,125.0,3
845,bannerghatta road,1532.5,3.0,84.29,3
847,bannerghatta road,1268.0,2.0,69.0,2
848,bannerghatta road,1450.0,2.0,87.0,3
849,bannerghatta road,2932.0,5.0,195.0,4
852,bannerghatta road,960.0,2.0,58.0,2
853,bannerghatta road,1750.0,3.0,130.0,3
854,bannerghatta road,1275.0,2.0,73.0,2
856,bannerghatta road,1240.0,2.0,71.0,2
858,bannerghatta road,1215.0,2.0,68.0,2
859,bannerghatta road,1215.0,2.0,68.0,2
860,bannerghatta road,1894.0,3.0,115.0,3
862,bannerghatta road,1693.0,3.0,89.0,3
863,bannerghatta road,1280.0,2.0,60.16,2
865,bannerghatta road,630.0,1.0,35.0,1
866,bannerghatta road,1215.0,2.0,68.0,2
867,bannerghatta road,1365.0,3.0,76.18,3
868,bannerghatta road,1115.0,2.0,78.0,2
869,bannerghatta road,1532.5,3.0,79.465,3
871,bannerghatta road,1655.0,3.0,90.0,3
872,bannerghatta road,1247.0,2.0,47.39,2
873,bannerghatta road,1237.5,2.0,49.49,2
874,bannerghatta road,1650.0,3.0,94.0,3
875,bannerghatta road,905.0,2.0,65.0,2
876,bannerghatta road,1000.0,2.0,50.0,2
877,bannerghatta road,2185.0,3.0,120.0,4
878,bannerghatta road,1012.0,2.0,45.0,2
880,bannerghatta road,1460.0,2.0,80.0,3
881,bannerghatta road,1340.0,2.0,85.0,2
882,bannerghatta road,1711.0,3.0,125.0,3
883,bannerghatta road,1520.0,2.0,81.0,3
884,bannerghatta road,2826.0,3.0,148.0,3
885,bannerghatta road,1115.0,2.0,61.0,2
886,bannerghatta road,1154.0,2.0,47.0,2
887,bannerghatta road,1000.0,2.0,44.5,2
888,bannerghatta road,1250.0,2.0,48.0,2
889,bannerghatta road,1640.0,3.0,105.0,3
891,bannerghatta road,1012.0,2.0,44.0,2
892,bannerghatta road,1527.0,3.0,115.0,3
895,bannerghatta road,1550.0,3.0,96.0,3
896,bannerghatta road,1200.0,2.0,78.0,2
897,bannerghatta road,1885.0,3.0,125.0,3
899,bannerghatta road,1450.0,2.0,78.0,3
900,bannerghatta road,700.0,1.0,31.2,1
903,bannerghatta road,905.0,2.0,58.0,2
905,bannerghatta road,1920.0,3.0,122.0,3
906,bannerghatta road,2400.0,4.0,180.0,4
908,bannerghatta road,1270.0,2.0,45.0,2
909,bannerghatta road,1520.0,2.0,80.0,3
910,bannerghatta road,1270.0,2.0,73.0,3
911,bannerghatta road,1846.0,3.0,120.0,3
913,bannerghatta road,1122.5,2.0,61.74,2
914,bannerghatta road,1655.0,3.0,95.0,3
915,bannerghatta road,1206.0,2.0,53.0,2
916,bannerghatta road,1150.0,2.0,55.0,2
917,bannerghatta road,1215.0,2.0,65.0,2
918,bannerghatta road,1510.0,2.0,110.0,3
919,bannerghatta road,1022.0,2.0,35.0,2
920,bannerghatta road,1246.0,2.0,47.35,2
921,bannerghatta road,1470.0,2.0,85.0,3
922,bannerghatta road,1160.0,2.0,45.0,2
923,bannerghatta road,970.0,2.0,57.0,2
924,bannerghatta road,1527.0,3.0,142.0,3
927,basavangudi,1036.0,2.0,105.0,2
928,basavangudi,2600.0,4.0,260.0,4
929,basavangudi,1600.0,2.0,160.0,3
930,basavangudi,1560.0,2.0,145.0,2
932,basavangudi,1800.0,3.0,195.0,3
933,basavangudi,1100.0,2.0,93.0,2
935,basavangudi,1050.0,2.0,103.0,2
938,basavangudi,1180.0,2.0,124.0,2
940,basavangudi,1200.0,2.0,120.0,2
942,basavangudi,2453.0,3.0,250.0,4
943,basaveshwara nagar,4500.0,5.0,415.0,5
944,basaveshwara nagar,1865.0,3.0,145.0,3
945,basaveshwara nagar,2460.0,7.0,350.0,7
946,basaveshwara nagar,1200.0,2.0,90.0,2
947,basaveshwara nagar,2400.0,4.0,310.0,5
948,basaveshwara nagar,1200.0,2.0,80.0,2
949,basaveshwara nagar,900.0,2.0,60.0,2
950,basaveshwara nagar,1900.0,3.0,150.0,3
951,basaveshwara nagar,1200.0,2.0,85.0,2
952,basaveshwara nagar,1200.0,2.0,70.0,2
953,battarahalli,1200.0,2.0,65.0,2
954,battarahalli,1779.0,3.0,89.61,3
955,battarahalli,1300.0,2.0,50.0,2
956,battarahalli,1945.0,3.0,97.42,3
957,battarahalli,1777.0,3.0,100.0,3
958,battarahalli,1135.0,2.0,43.0,2
959,battarahalli,1276.0,2.0,45.0,2
960,battarahalli,1880.0,3.0,94.36,3
961,battarahalli,1071.0,2.0,62.0,2
962,battarahalli,1165.0,2.0,43.0,2
963,battarahalli,1636.0,2.0,82.89,2
964,battarahalli,1779.0,3.0,90.0,3
966,battarahalli,1090.0,2.0,38.37,2
967,battarahalli,2082.0,3.0,104.0,3
968,battarahalli,2024.0,3.0,103.0,3
969,battarahalli,1097.0,2.0,49.0,2
971,begur,1419.0,2.0,59.0,3
972,begur,1580.0,3.0,75.0,3
973,begur,1559.0,3.0,63.0,3
974,begur,1445.0,2.0,47.1,3
975,begur,1475.0,2.0,74.0,3
976,begur,3500.0,4.0,185.0,3
977,begur,1100.0,2.0,55.0,2
978,begur,1306.0,2.0,65.0,2
979,begur,1304.0,3.0,65.0,3
980,begur,1411.0,2.0,60.0,3
981,begur,815.0,2.0,40.0,2
982,begur,1443.0,2.0,70.0,3
983,begur road,1200.0,2.0,44.0,2
984,begur road,1200.0,2.0,46.8,2
985,begur road,1160.0,2.0,44.0,2
986,begur road,1584.0,3.0,65.0,3
988,begur road,1615.0,3.0,59.76,3
989,begur road,1200.0,2.0,43.2,2
990,begur road,1160.0,2.0,44.08,2
991,begur road,1200.0,2.0,45.0,2
992,begur road,1615.0,3.0,60.0,3
993,begur road,1410.0,2.0,53.0,3
994,begur road,1200.0,2.0,37.8,2
995,begur road,1160.0,2.0,40.59,2
996,begur road,1260.0,2.0,46.62,2
997,begur road,1600.0,3.0,58.14,3
999,begur road,1160.0,2.0,36.0,2
1000,begur road,1500.0,2.0,70.0,3
1001,begur road,1160.0,2.0,42.0,2
1002,begur road,1240.0,2.0,39.06,2
1003,begur road,1200.0,2.0,45.0,2
1004,begur road,1500.0,2.0,55.0,3
1005,begur road,1410.0,2.0,52.17,3
1007,begur road,1583.0,3.0,74.4,3
1008,begur road,1170.0,2.0,46.0,2
1009,begur road,1160.0,2.0,42.92,2
1010,begur road,1410.0,2.0,52.17,3
1012,begur road,1565.0,2.0,59.76,3
1013,begur road,1160.0,2.0,42.0,2
1015,begur road,1410.0,2.0,53.58,3
1016,begur road,1200.0,2.0,45.0,2
1017,begur road,1200.0,2.0,42.6,2
1018,begur road,1160.0,2.0,42.0,2
1019,begur road,1334.0,2.0,42.69,2
1020,begur road,1565.0,2.0,57.91,3
1021,begur road,1200.0,2.0,45.6,2
1022,begur road,1215.0,2.0,43.13,2
1023,begur road,1160.0,2.0,36.54,2
1025,begur road,1200.0,2.0,44.4,2
1027,begur road,1260.0,2.0,39.69,2
1028,begur road,2464.5,6.0,118.0,4
1029,begur road,1160.0,2.0,44.0,2
1031,begur road,952.0,2.0,42.0,2
1034,begur road,1200.0,2.0,42.0,2
1035,begur road,1240.0,2.0,45.88,2
1036,begur road,1200.0,3.0,50.0,3
1038,begur road,1200.0,2.0,44.0,2
1040,begur road,1100.0,2.0,42.6,2
1041,begur road,1565.0,2.0,57.91,3
1042,begur road,1200.0,2.0,44.4,2
1043,begur road,1160.0,2.0,36.54,2
1044,begur road,1215.0,2.0,43.75,2
1045,begur road,1200.0,2.0,44.73,2
1046,begur road,1160.0,2.0,42.0,2
1047,begur road,1410.0,2.0,54.99,3
1048,bellandur,1767.0,3.0,103.0,3
1049,bellandur,1205.0,2.0,66.0,2
1050,bellandur,1250.0,2.0,76.0,2
1051,bellandur,1000.0,2.0,50.0,2
1052,bellandur,1281.0,2.0,74.0,2
1053,bellandur,921.0,2.0,40.0,2
1055,bellandur,1490.0,2.0,98.0,3
1057,bellandur,2039.0,3.0,168.0,3
1058,bellandur,1605.0,3.0,85.0,3
1059,bellandur,1692.0,3.0,88.0,3
1060,bellandur,1220.0,2.0,60.0,2
1061,bellandur,1299.0,2.0,82.0,2
1062,bellandur,900.0,2.0,56.0,2
1063,bellandur,1350.0,2.0,79.0,2
1064,bellandur,1286.0,2.0,57.0,2
1065,bellandur,3016.0,4.0,230.0,4
1066,bellandur,1457.0,2.0,85.0,2
1067,bellandur,1195.0,2.0,51.0,2
1068,bellandur,1050.0,2.0,72.0,2
1069,bellandur,3600.0,4.0,260.0,4
1070,bellandur,1310.0,2.0,72.0,2
1071,bellandur,924.0,2.0,35.11,2
1072,bellandur,1785.0,3.0,118.0,3
1073,bellandur,1051.0,2.0,60.0,2
1075,bellandur,1060.0,2.0,65.0,2
1076,bellandur,1100.0,2.0,62.0,2
1077,bellandur,1550.0,2.0,59.0,2
1078,bellandur,924.0,2.0,35.11,2
1080,bellandur,1685.0,3.0,100.0,3
1081,bellandur,982.0,2.0,55.0,2
1082,bellandur,981.0,2.0,37.28,2
1083,bellandur,1205.0,2.0,59.0,2
1084,bellandur,1063.0,2.0,58.0,2
1085,bellandur,1201.0,2.0,59.99,2
1086,bellandur,1325.0,2.0,65.0,2
1087,bellandur,1281.0,2.0,87.0,2
1089,bellandur,1200.0,2.0,52.0,2
1090,bellandur,1785.0,3.0,120.0,3
1091,bellandur,1088.0,2.0,48.0,2
1092,bellandur,1310.0,2.0,85.0,2
1093,bellandur,982.0,2.0,37.28,2
1094,bellandur,1465.0,3.0,90.0,2
1095,bellandur,1767.0,3.0,109.0,3
1096,bellandur,924.0,2.0,35.11,2
1097,bellandur,3600.0,4.0,245.0,4
1098,bellandur,1170.0,2.0,46.79,2
1099,bellandur,1150.0,2.0,69.44,2
1100,bellandur,1200.0,2.0,45.0,2
1102,bellandur,1410.0,3.0,92.0,2
1103,bellandur,950.0,2.0,35.0,2
1104,bellandur,1015.0,2.0,60.0,2
1106,bellandur,1685.0,3.0,101.0,3
1107,bellandur,1735.0,3.0,105.0,3
1108,bellandur,1685.0,3.0,115.0,3
1109,bellandur,1846.0,3.0,135.0,3
1110,bellandur,1049.0,2.0,51.0,2
1112,bellandur,1211.0,2.0,63.0,2
1113,bellandur,1717.0,3.0,110.0,3
1115,bellandur,1185.0,2.0,47.39,2
1116,bellandur,1200.0,2.0,62.0,2
1120,bellandur,1251.0,2.0,47.0,2
1122,bellandur,960.0,2.0,48.0,2
1123,bellandur,1690.0,2.0,116.0,3
1124,bellandur,950.0,1.0,40.0,1
1125,bellandur,850.0,2.0,45.0,2
1126,bellandur,1454.0,2.0,90.0,2
1128,bellandur,1195.0,2.0,52.0,2
1129,bellandur,1435.0,2.0,115.0,3
1131,bellandur,1260.0,2.0,83.5,2
1132,bellandur,1535.0,3.0,90.0,3
1133,bellandur,1047.0,2.0,75.0,2
1134,bellandur,1096.0,2.0,40.0,2
1135,bellandur,1262.0,2.0,47.0,2
1136,beml layout,1060.0,2.0,55.0,2
1138,beml layout,999.0,2.0,45.0,2
1139,beml layout,2400.0,4.0,225.0,5
1141,beml layout,1194.0,2.0,65.0,2
1142,beml layout,1200.0,2.0,67.0,2
1143,beml layout,2400.0,2.0,228.0,2
1146,beml layout,1194.0,2.0,65.0,2
1147,benson town,3200.0,4.0,350.0,3
1148,benson town,4460.0,5.0,650.0,4
1149,benson town,1750.0,3.0,150.0,3
1150,benson town,2850.0,4.0,470.0,3
1151,benson town,1300.0,2.0,120.0,2
1152,benson town,1567.0,3.0,140.0,2
1153,benson town,3633.0,6.0,550.0,4
1154,benson town,3569.0,4.0,600.0,4
1155,benson town,1688.12,2.0,270.0,2
1156,benson town,1805.0,3.0,280.0,3
1157,benson town,1688.0,2.0,280.0,2
1158,bharathi nagar,1322.0,2.0,68.0,2
1159,bharathi nagar,1351.0,2.0,70.0,2
1160,bharathi nagar,1384.0,2.0,59.0,2
1161,bharathi nagar,1351.0,2.0,74.0,2
1162,bharathi nagar,1432.0,2.0,68.0,2
1164,bharathi nagar,1349.0,2.0,56.7,2
1165,bharathi nagar,1328.0,2.0,69.0,2
1166,bharathi nagar,1300.0,2.0,55.86,2
1167,bhoganhalli,1670.0,3.0,99.0,3
1170,bhoganhalli,1444.0,2.0,75.97,2
1171,bhoganhalli,1447.0,2.0,75.97,2
1172,bhoganhalli,1700.0,3.0,126.0,3
1173,bhoganhalli,1447.0,2.0,75.97,2
1178,bhoganhalli,1760.0,3.0,127.0,3
1180,bhoganhalli,1447.0,2.0,75.97,2
1181,bhoganhalli,1949.0,3.0,129.0,3
1182,bhoganhalli,1760.0,3.0,128.0,3
1183,bhoganhalli,1447.0,2.0,75.97,2
1184,bhoganhalli,2439.0,4.0,185.0,4
1188,bhoganhalli,1444.0,2.0,75.97,2
1189,bhoganhalli,1205.0,2.0,64.47,2
1190,bhoganhalli,1447.0,2.0,75.97,2
1191,bhoganhalli,2439.0,5.0,170.0,4
1193,bhoganhalli,1205.0,2.0,68.32,2
1194,bhoganhalli,1260.0,2.0,69.9,2
1195,bhoganhalli,2439.0,4.0,170.0,4
1196,bhoganhalli,1707.0,3.0,115.0,3
1198,bhoganhalli,970.0,2.0,52.5,2
1200,bhoganhalli,1277.0,2.0,79.89,2
1202,bhoganhalli,1703.0,3.0,120.0,3
1204,billekahalli,1125.0,2.0,62.0,2
1206,billekahalli,1090.0,2.0,52.0,2
1207,billekahalli,1112.0,2.0,62.0,2
1208,billekahalli,2400.0,3.0,150.0,3
1209,billekahalli,2968.0,3.0,225.0,3
1210,billekahalli,950.0,2.0,58.11,2
1211,billekahalli,1360.0,2.0,110.0,2
1212,billekahalli,1125.0,2.0,65.0,2
1213,billekahalli,950.0,2.0,56.0,2
1215,billekahalli,1805.0,3.0,134.0,3
1216,binny pete,1755.0,3.0,122.0,3
1217,binny pete,665.0,1.0,50.75,1
1218,binny pete,2465.0,5.0,234.0,3
1220,binny pete,1245.0,2.0,86.28,2
1221,binny pete,660.0,1.0,54.0,1
1222,binny pete,665.0,1.0,46.08,1
1223,binny pete,660.0,1.0,62.0,1
1224,binny pete,1365.0,2.0,122.0,2
1225,binny pete,2940.0,6.0,280.0,4
1226,binny pete,1795.0,3.0,139.0,3
1227,binny pete,1740.0,3.0,150.0,3
1228,binny pete,1970.0,3.0,164.0,3
1230,binny pete,1516.0,3.0,147.0,3
1231,bisuvanahalli,1180.0,3.0,48.0,3
1233,bisuvanahalli,1075.0,2.0,46.0,3
1236,bisuvanahalli,1075.0,2.0,45.0,3
1238,bisuvanahalli,845.0,2.0,33.0,2
1239,bisuvanahalli,1075.0,2.0,45.0,3
1240,bisuvanahalli,845.0,2.0,37.0,2
1243,bisuvanahalli,845.0,2.0,29.0,2
1244,bisuvanahalli,1075.0,2.0,47.0,3
1245,bisuvanahalli,850.0,1.0,32.0,2
1246,bisuvanahalli,1075.0,2.0,50.0,3
1247,bisuvanahalli,1075.0,2.0,52.0,3
1248,bisuvanahalli,1180.0,2.0,46.0,3
1249,bisuvanahalli,1075.0,2.0,42.0,3
1250,bisuvanahalli,845.0,2.0,37.0,2
1251,bisuvanahalli,1075.0,2.0,43.0,3
1252,bisuvanahalli,700.0,1.0,32.0,2
1253,bisuvanahalli,1075.0,2.0,52.0,3
1254,bisuvanahalli,1075.0,2.0,50.0,3
1256,bisuvanahalli,845.0,2.0,33.0,2
1257,bisuvanahalli,945.0,2.0,33.0,2
1258,bisuvanahalli,845.0,2.0,30.0,2
1261,bisuvanahalli,1075.0,2.0,43.0,3
1262,bisuvanahalli,1080.0,2.0,45.0,3
1263,bisuvanahalli,1180.0,2.0,55.5,3
1264,bisuvanahalli,1075.0,2.0,47.0,3
1265,bisuvanahalli,1075.0,2.0,48.0,3
1267,bisuvanahalli,1075.0,2.0,45.0,3
1268,bisuvanahalli,1075.0,2.0,44.0,3
1269,bisuvanahalli,850.0,2.0,27.0,2
1270,bisuvanahalli,1075.0,2.0,42.0,3
1271,bisuvanahalli,845.0,2.0,32.0,2
1273,bisuvanahalli,845.0,2.0,34.0,2
1274,bommanahalli,3000.0,8.0,140.0,8
1275,bommanahalli,520.0,1.0,19.5,1
1276,bommanahalli,515.0,1.0,25.0,1
1277,bommanahalli,1090.0,3.0,44.0,2
1280,bommanahalli,1850.0,3.0,90.0,3
1281,bommanahalli,910.0,2.0,45.0,2
1282,bommanahalli,1050.0,2.0,46.0,2
1283,bommanahalli,1100.0,1.0,55.0,2
1285,bommanahalli,1350.0,2.0,72.0,2
1286,bommanahalli,2100.0,4.0,85.0,4
1287,bommanahalli,1307.0,2.0,50.0,2
1288,bommanahalli,1091.0,2.0,40.0,2
1289,bommanahalli,1160.0,2.0,53.0,2
1290,bommanahalli,1050.0,2.0,54.0,2
1291,bommasandra,1260.0,3.0,49.36,3
1292,bommasandra,1200.0,3.0,46.0,3
1293,bommasandra,1035.0,2.0,41.0,2
1294,bommasandra,1035.0,2.0,41.73,2
1295,bommasandra,1034.0,2.0,40.0,2
1296,bommasandra,877.0,2.0,30.0,2
1297,bommasandra,920.0,2.0,37.46,2
1298,bommasandra,1035.0,2.0,41.43,2
1299,bommasandra,1295.0,2.0,50.28,3
1301,bommasandra,1015.0,2.0,40.0,2
1302,bommasandra,1000.0,2.0,35.0,2
1303,bommasandra,955.0,2.0,35.28,2
1304,bommasandra,1005.0,2.0,39.77,2
1305,bommasandra,1014.0,2.0,35.0,2
1306,bommasandra,1020.0,2.0,40.89,2
1307,bommasandra,920.0,2.0,37.2,2
1308,bommasandra,800.0,1.0,32.0,2
1309,bommasandra,1280.0,3.0,50.0,3
1310,bommasandra,1942.0,3.0,90.0,3
1311,bommasandra,1127.0,2.0,45.0,2
1313,bommasandra,877.0,2.0,29.0,2
1314,bommasandra,1365.0,3.0,52.81,3
1315,bommasandra,842.0,2.0,30.0,2
1316,bommasandra,1260.0,3.0,49.36,3
1317,bommasandra,1365.0,3.0,52.82,3
1318,bommasandra,955.0,2.0,37.97,2
1319,bommasandra,1089.0,2.0,40.0,2
1320,bommasandra,1365.0,3.0,53.96,3
1321,bommasandra industrial area,1090.0,2.0,31.48,2
1323,bommasandra industrial area,1400.0,2.0,40.44,3
1324,bommasandra industrial area,1320.0,2.0,38.13,3
1326,bommasandra industrial area,1020.0,2.0,29.45,2
1327,bommasandra industrial area,1165.0,2.0,33.64,2
1328,bommasandra industrial area,1090.0,2.0,31.48,2
1330,bommasandra industrial area,1000.0,2.0,28.88,2
1331,bommasandra industrial area,1020.0,2.0,29.45,2
1332,bommasandra industrial area,1160.0,2.0,33.51,2
1333,bommasandra industrial area,1125.0,2.0,32.49,2
1336,bommasandra industrial area,1125.0,2.0,32.49,2
1337,bommasandra industrial area,1130.0,2.0,32.64,2
1338,bommasandra industrial area,1065.0,2.0,30.75,2
1339,bommenahalli,1200.0,3.0,125.0,3
1340,bommenahalli,1632.0,3.0,145.0,4
1341,bommenahalli,1670.0,3.0,135.0,4
1342,bommenahalli,1680.0,3.0,135.0,4
1343,bommenahalli,1632.0,3.0,128.0,4
1344,bommenahalli,3339.0,3.0,250.0,3
1345,bommenahalli,1355.0,3.0,135.0,4
1346,bommenahalli,1232.0,3.0,96.0,3
1347,bommenahalli,1632.0,3.0,140.0,4
1348,brookefield,1150.0,2.0,69.0,2
1349,brookefield,1142.0,2.0,70.0,2
1353,brookefield,2800.0,4.0,240.0,4
1354,brookefield,1476.0,3.0,105.0,3
1355,brookefield,1700.0,4.0,152.0,4
1356,brookefield,1262.0,2.0,75.0,2
1357,brookefield,1139.0,2.0,80.0,2
1358,brookefield,1125.0,2.0,70.0,2
1359,brookefield,1420.0,3.0,85.0,3
1361,brookefield,941.0,2.0,48.0,2
1364,brookefield,1100.0,2.0,55.0,2
1365,brookefield,2400.0,3.0,140.0,4
1366,brookefield,1225.0,2.0,66.5,2
1367,brookefield,1950.0,6.0,175.0,5
1368,brookefield,1080.0,2.0,50.0,2
1369,brookefield,1230.0,2.0,55.0,2
1370,brookefield,1200.0,2.0,75.0,2
1371,brookefield,1089.0,2.0,49.0,2
1372,brookefield,1130.0,2.0,56.0,2
1373,brookefield,1270.0,2.0,95.0,2
1374,brookefield,1706.0,3.0,115.0,3
1375,brookefield,1389.0,2.0,94.0,2
1377,brookefield,1225.0,2.0,72.0,2
1379,brookefield,1746.0,3.0,115.0,3
1381,brookefield,1560.0,3.0,149.0,4
1383,brookefield,1382.0,2.0,84.5,2
1384,brookefield,1260.0,2.0,70.0,2
1385,brookefield,1206.0,2.0,90.0,2
1387,brookefield,1594.0,3.0,140.0,3
